id,onoma_dimou_koinotitas,kodikos_koinotitas,eidos_koinotitas,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia,code
5647,ΣΤΑΒΙΩΝ,93040306,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191506
5648,ΣΤΕΡΝΩΝ,93040307,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191507
5649,ΣΤΟΛΩΝ,93040308,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191508
5650,ΓΕΡΓΕΡΗΣ,93040401,ΔΗΜ. ΚΟΙΝΟΤ,930404,ΡΟΥΒΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192101
5651,ΝΥΒΡΙΤΟΥ,93040402,ΤΟΠ. ΚΟΙΝΟΤ,930404,ΡΟΥΒΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192102
5652,ΠΑΝΑΣΟΥ,93040403,ΤΟΠ. ΚΟΙΝΟΤ,930404,ΡΟΥΒΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192103
5653,ΑΓΙΟΥ ΜΥΡΩΝΟΣ,93050101,ΤΟΠ. ΚΟΙΝΟΤ,930501,ΓΟΡΓΟΛΑΪΝΗ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190701
5654,ΑΝΩ ΑΣΙΤΩΝ,93050102,ΤΟΠ. ΚΟΙΝΟΤ,930501,ΓΟΡΓΟΛΑΪΝΗ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190702
5655,ΚΑΤΩ ΑΣΙΤΩΝ,93050103,ΤΟΠ. ΚΟΙΝΟΤ,930501,ΓΟΡΓΟΛΑΪΝΗ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190703
5656,ΠΕΝΤΑΜΟΔΙΟΥ,93050104,ΤΟΠ. ΚΟΙΝΟΤ,930501,ΓΟΡΓΟΛΑΪΝΗ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190704
5657,ΠΕΤΡΟΚΕΦΑΛΟΥ,93050105,ΤΟΠ. ΚΟΙΝΟΤ,930501,ΓΟΡΓΟΛΑΪΝΗ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190705
5658,ΠΥΡΓΟΥΣ,93050106,ΤΟΠ. ΚΟΙΝΟΤ,930501,ΓΟΡΓΟΛΑΪΝΗ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190706
5659,1ο ΔΗΜ. ΔΙΑΜΕΡ. ΗΡΑΚΛΕΙΟΥ,93050201,ΔΗΜ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191204
5660,2ο ΔΗΜ. ΔΙΑΜΕΡ. ΗΡΑΚΛΕΙΟΥ,93050202,ΔΗΜ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191204
5661,"3ο ΔΗΜ. ΔΙΑΜΕΡ. ΗΡΑΚΛΕΙΟΥ(συμπεριλαμβάνονται οι οικισμοί Αθάνατων, Γουρνών, Δρακουλιάρη, Λοφουπόλεως Σέμελης και Φοινικιά)",93050203,ΔΗΜ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191204
5662,"4ο ΔΗΜ. ΔΙΑΜΕΡ. ΗΡΑΚΛΕΙΟΥ(συμπεριλαμβάνονται οι οικισμοί Αγίας Ειρήνης, Βλυχιάς, Κνωσού και Μαραθίτη",93050204,ΔΗΜ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191204
5663,ΒΑΣΙΛΕΙΩΝ,93050205,ΤΟΠ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191201
5664,ΒΟΥΤΩΝ,93050206,ΤΟΠ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191202
5665,ΔΑΦΝΕ,93050207,ΤΟΠ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191203
5666,ΣΚΑΛΑΝΙΟΥ,93050208,ΤΟΠ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191205
5667,ΣΤΑΥΡΑΚΙΩΝ,93050209,ΤΟΠ. ΚΟΙΝΟΤ,930502,ΗΡΑΚΛΕΙΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191206
5668,ΝΕΑΣ ΑΛΙΚΑΡΝΑΣΣΟΥ,93050301,ΔΗΜ. ΚΟΙΝΟΤ,930503,ΝΕΑΣ ΑΛΙΚΑΡΝΑΣΣΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191902
5669,ΚΑΛΛΙΘΕΑΣ,93050302,ΤΟΠ. ΚΟΙΝΟΤ,930503,ΝΕΑΣ ΑΛΙΚΑΡΝΑΣΣΟΥ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191901
5670,ΑΥΓΕΝΙΚΗΣ,93050401,ΤΟΠ. ΚΟΙΝΟΤ,930504,ΠΑΛΙΑΝΗΣ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192301
5671,ΒΕΝΕΡΑΤΟΥ,93050402,ΤΟΠ. ΚΟΙΝΟΤ,930504,ΠΑΛΙΑΝΗΣ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192302
5672,ΚΕΡΑΣΙΩΝ,93050403,ΤΟΠ. ΚΟΙΝΟΤ,930504,ΠΑΛΙΑΝΗΣ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192303
5673,ΣΙΒΑΣ,93050404,ΤΟΠ. ΚΟΙΝΟΤ,930504,ΠΑΛΙΑΝΗΣ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192304
5674,ΑΓΙΟΥ ΣΥΛΛΑ,93050501,ΤΟΠ. ΚΟΙΝΟΤ,930505,ΤΕΜΕΝΟΥΣ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192201
5675,ΚΥΠΑΡΙΣΣΟΥ,93050502,ΤΟΠ. ΚΟΙΝΟΤ,930505,ΤΕΜΕΝΟΥΣ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192202
5676,ΠΡΟΦΗΤΟΥ ΗΛΙΑ,93050503,ΤΟΠ. ΚΟΙΝΟΤ,930505,ΤΕΜΕΝΟΥΣ,9305,ΔΗΜΟΣ,ΗΡΑΚΛΕΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192203
5677,ΓΑΖΙΟΥ,93060101,ΔΗΜ. ΚΟΙΝΟΤ,930601,ΓΑΖΙΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190602
5678,ΑΧΛΑΔΑΣ,93060102,ΤΟΠ. ΚΟΙΝΟΤ,930601,ΓΑΖΙΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190601
5679,ΚΑΛΕΣΙΩΝ,93060103,ΤΟΠ. ΚΟΙΝΟΤ,930601,ΓΑΖΙΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190603
5680,ΡΟΔΙΑΣ,93060104,ΤΟΠ. ΚΟΙΝΟΤ,930601,ΓΑΖΙΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190603
5681,ΦΟΔΕΛΕ,93060105,ΤΟΠ. ΚΟΙΝΟΤ,930601,ΓΑΖΙΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190604
5682,ΚΡΟΥΣΩΝΟΣ,93060201,ΔΗΜ. ΚΟΙΝΟΤ,930602,ΚΡΟΥΣΩΝΑ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191602
5683,ΚΟΡΦΩΝ,93060202,ΤΟΠ. ΚΟΙΝΟΤ,930602,ΚΡΟΥΣΩΝΑ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191601
5684,ΛΟΥΤΡΑΚΙΟΥ,93060203,ΤΟΠ. ΚΟΙΝΟΤ,930602,ΚΡΟΥΣΩΝΑ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191603
5685,ΣΑΡΧΟΥ,93060204,ΤΟΠ. ΚΟΙΝΟΤ,930602,ΚΡΟΥΣΩΝΑ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191604
5686,ΑΗΔΟΝΟΧΩΡΙΟΥ,93060301,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192401
5687,ΑΣΤΥΡΑΚΙΟΥ,93060302,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192402
5688,ΓΩΝΙΩΝ ΜΑΛΕΒΙΖΙΟΥ,93060303,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192403
5689,ΔΑΜΑΣΤΑΣ,93060304,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192404
5690,ΚΑΜΑΡΙΟΥ,93060305,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192405
5691,ΚΑΜΑΡΙΩΤΟΥ,93060306,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192406
5692,ΚΕΡΑΜΟΥΤΣΙΟΥ,93060307,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192407
5693,ΜΑΡΑΘΟΥ,93060308,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192408
5694,ΜΟΝΗΣ,93060309,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192409
5695,ΤΥΛΙΣΟΥ,93060310,ΤΟΠ. ΚΟΙΝΟΤ,930603,ΤΥΛΙΣΟΥ,9306,ΔΗΜΟΣ,ΜΑΛΕΒΙΖΙΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192410
5696,ΑΡΚΑΛΟΧΩΡΙΟΥ,93070101,ΔΗΜ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190201
5697,ΓΑΡΙΠΑΣ,93070102,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190202
5698,ΔΕΜΑΤΙΟΥ,93070103,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190203
5699,ΙΝΙΟΥ,93070104,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190204
5700,ΚΑΡΑΒΑΔΟΥ,93070105,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190205
5701,ΚΑΣΑΝΟΥ,93070106,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190206
5702,ΚΑΣΤΕΛΛΙΑΝΩΝ,93070107,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190207
5703,ΛΕΥΚΟΧΩΡΙΟΥ,93070108,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190208
5704,ΝΙΠΙΔΙΤΟΥ,93070109,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190209
5705,ΠΑΝΑΓΙΑΣ,93070110,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190210
5706,ΠΑΝΟΡΑΜΑΤΟΣ,93070111,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190211
5707,ΠΑΡΤΙΡΩΝ,93070112,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190212
5708,ΠΑΤΣΙΔΕΡΟΥ,93070113,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190213
5709,ΣΚΙΝΙΑ,93070114,ΤΟΠ. ΚΟΙΝΟΤ,930701,ΑΡΚΑΛΟΧΩΡΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190214
5710,ΒΟΝΗΣ,93070201,ΤΟΠ. ΚΟΙΝΟΤ,930702,ΘΡΑΨΑΝΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191301
5711,ΖΩΦΟΡΩΝ,93070202,ΤΟΠ. ΚΟΙΝΟΤ,930702,ΘΡΑΨΑΝΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191302
5712,ΘΡΑΨΑΝΟΥ,93070203,ΤΟΠ. ΚΟΙΝΟΤ,930702,ΘΡΑΨΑΝΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191303
5713,ΣΑΜΠΑ,93070204,ΤΟΠ. ΚΟΙΝΟΤ,930702,ΘΡΑΨΑΝΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191304
5714,ΑΜΑΡΙΑΝΟΥ,93070301,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191401
5715,ΑΠΟΣΤΟΛΩΝ,93070302,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191402
5716,ΑΡΧΑΓΓΕΛΟΥ,93070303,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191403
5717,ΑΣΚΩΝ,93070304,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191404
5718,ΓΕΡΑΚΙΟΥ,93070305,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191405
5719,ΕΥΑΓΓΕΛΙΣΜΟΥ,93070306,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191406
5720,ΚΑΡΟΥΖΑΝΩΝ,93070307,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191407
5721,ΚΑΣΤΑΜΟΝΙΤΣΗΣ,93070308,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191408
5722,ΚΑΣΤΕΛΛΙΟΥ,93070309,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191409
5723,ΛΙΛΙΑΝΟΥ,93070310,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191410
5724,ΛΥΤΤΟΥ (ΞΥΔΑ),93070311,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191411
5725,ΜΑΘΙΑΣ,93070312,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191412
5726,ΠΟΛΥΘΕΑΣ,93070313,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191413
5727,ΣΜΑΡΙΟΥ,93070314,ΤΟΠ. ΚΟΙΝΟΤ,930703,ΚΑΣΤΕΛΛΙΟΥ,9307,ΔΗΜΟΣ,ΜΙΝΩΑ ΠΕΔΙΑΔΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191414
5728,ΖΑΡΟΥ,93080101,ΔΗΜ. ΚΟΙΝΟΤ,930801,ΖΑΡΟΥ,9308,ΔΗΜΟΣ,ΦΑΙΣΤΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191102
5729,ΒΟΡΙΖΙΩΝ,93080102,ΤΟΠ. ΚΟΙΝΟΤ,930801,ΖΑΡΟΥ,9308,ΔΗΜΟΣ,ΦΑΙΣΤΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191101
5730,ΜΟΡΟΝΙΟΥ,93080103,ΤΟΠ. ΚΟΙΝΟΤ,930801,ΖΑΡΟΥ,9308,ΔΗΜΟΣ,ΦΑΙΣΤΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191103
5731,ΜΟΙΡΩΝ,93080201,ΔΗΜ. ΚΟΙΝΟΤ,930802,ΜΟΙΡΩΝ,9308,ΔΗΜΟΣ,ΦΑΙΣΤΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191806
