id,onoma_dimou_koinotitas,kodikos_koinotitas,eidos_koinotitas,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia,code
72,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,90060101,ΔΗΜ. ΚΟΙΝΟΤ,900601,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130103
73,ΑΒΑΝΤΟΣ,90060102,ΤΟΠ. ΚΟΙΝΟΤ,900601,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130101
74,ΑΙΣΥΜΗΣ,90060103,ΤΟΠ. ΚΟΙΝΟΤ,900601,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130102
75,ΚΙΡΚΗΣ,90060104,ΤΟΠ. ΚΟΙΝΟΤ,900601,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130104
76,ΜΑΚΡΗΣ,90060105,ΤΟΠ. ΚΟΙΝΟΤ,900601,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130105
77,ΣΥΚΟΡΡΑΧΗΣ,90060106,ΤΟΠ. ΚΟΙΝΟΤ,900601,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130106
78,ΑΝΘΕΙΑΣ,90060201,ΤΟΠ. ΚΟΙΝΟΤ,900602,ΤΡΑΪΑΝΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131001
79,ΔΩΡΙΚΟΥ,90060202,ΤΟΠ. ΚΟΙΝΟΤ,900602,ΤΡΑΪΑΝΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131002
80,ΛΟΥΤΡΟΥ,90060203,ΤΟΠ. ΚΟΙΝΟΤ,900602,ΤΡΑΪΑΝΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131003
81,ΝΙΨΗΣ,90060204,ΤΟΠ. ΚΟΙΝΟΤ,900602,ΤΡΑΪΑΝΟΥΠΟΛΗΣ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131004
82,ΠΕΠΛΟΥ,90060301,ΔΗΜ. ΚΟΙΝΟΤ,900603,ΦΕΡΩΝ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131304
83,ΦΕΡΩΝ,90060302,ΔΗΜ. ΚΟΙΝΟΤ,900603,ΦΕΡΩΝ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131307
84,ΑΡΔΑΝΙΟΥ,90060303,ΤΟΠ. ΚΟΙΝΟΤ,900603,ΦΕΡΩΝ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131301
85,ΔΟΡΙΣΚΟΥ,90060304,ΤΟΠ. ΚΟΙΝΟΤ,900603,ΦΕΡΩΝ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131302
86,ΚΑΒΗΣΟΥ,90060305,ΤΟΠ. ΚΟΙΝΟΤ,900603,ΦΕΡΩΝ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131303
87,ΠΥΛΑΙΑΣ,90060306,ΤΟΠ. ΚΟΙΝΟΤ,900603,ΦΕΡΩΝ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131305
88,ΤΡΙΦΥΛΛΙΟΥ,90060307,ΤΟΠ. ΚΟΙΝΟΤ,900603,ΦΕΡΩΝ,9006,ΔΗΜΟΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131306
89,ΔΙΔΥΜΟΤΕΙΧΟΥ,90070101,ΔΗΜ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130303
90,ΕΛΛΗΝΟΧΩΡΙΟΥ,90070102,ΔΗΜ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130304
91,ΑΣΒΕΣΤΑΔΩΝ,90070103,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130301
92,ΑΣΗΜΕΝΙΟΥ,90070104,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130302
93,ΙΣΑΑΚΙΟΥ,90070105,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130305
94,ΚΑΡΩΤΗΣ,90070106,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130306
95,ΚΟΥΦΟΒΟΥΝΟΥ,90070107,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130307
96,ΚΥΑΝΗΣ,90070108,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130308
97,ΜΑΝΗΣ,90070109,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130309
98,ΠΕΤΡΑΔΩΝ,90070110,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130310
99,ΠΟΙΜΕΝΙΚΟΥ,90070111,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130311
100,ΠΡΑΓΓΙΟΥ,90070112,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130312
101,ΠΥΘΙΟΥ,90070113,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130313
102,ΣΙΤΟΧΩΡΙΟΥ,90070114,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130314
103,ΣΟΦΙΚΟ,90070115,ΤΟΠ. ΚΟΙΝΟΤ,900701,ΔΙΔΥΜΟΤΕΙΧΟΥ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130315
104,ΑΛΕΠΟΧΩΡΙΟΥ,90070201,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130501
105,ΑΣΠΡΟΝΕΡΙΟΥ,90070202,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130502
106,ΒΡΥΣΙΚΩΝ,90070203,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130503
107,ΔΟΞΗΣ,90070204,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130504
108,ΕΛΑΦΟΧΩΡΙΟΥ,90070205,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130505
109,ΛΑΔΗΣ,90070206,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130506
110,ΜΕΤΑΞΑΔΩΝ,90070207,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130507
111,ΠΑΛΙΟΥΡΙΟΥ,90070208,ΤΟΠ. ΚΟΙΝΟΤ,900702,ΜΕΤΑΞΑΔΩΝ,9007,ΔΗΜΟΣ,ΔΙΔΥΜΟΤΕΙΧΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130508
112,ΝΕΑΣ ΒΥΣΣΗΣ,90080101,ΔΗΜ. ΚΟΙΝΟΤ,900801,ΒΥΣΣΑΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130203
113,ΚΑΒΥΛΗΣ,90080102,ΤΟΠ. ΚΟΙΝΟΤ,900801,ΒΥΣΣΑΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130201
114,ΚΑΣΤΑΝΕΩΝ,90080103,ΤΟΠ. ΚΟΙΝΟΤ,900801,ΒΥΣΣΑΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130202
115,ΡΙΖΙΩΝ,90080104,ΤΟΠ. ΚΟΙΝΟΤ,900801,ΒΥΣΣΑΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130204
116,ΣΤΕΡΝΑΣ,90080105,ΤΟΠ. ΚΟΙΝΟΤ,900801,ΒΥΣΣΑΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130205
117,ΓΑΛΗΝΗ,90080201,ΤΟΠ. ΚΟΙΝΟΤ,900802,ΚΥΠΡΙΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130401
118,ΖΩΝΗΣ,90080202,ΤΟΠ. ΚΟΙΝΟΤ,900802,ΚΥΠΡΙΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130402
119,ΚΥΠΡΙΝΟΣ,90080203,ΤΟΠ. ΚΟΙΝΟΤ,900802,ΚΥΠΡΙΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130403
120,ΦΥΛΑΚΙΟΥ,90080204,ΤΟΠ. ΚΟΙΝΟΤ,900802,ΚΥΠΡΙΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130404
121,ΟΡΕΣΤΙΑΔΟΣ,90080301,ΔΗΜ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130607
122,ΑΜΠΕΛΑΚΙΩΝ,90080302,ΤΟΠ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130601
123,ΒΑΛΤΟΥ,90080303,ΤΟΠ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130602
124,ΘΟΥΡΙΟ,90080304,ΤΟΠ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130603
125,ΜΕΓΑΛΗΣ ΔΟΞΙΠΑΡΑΣ,90080305,ΤΟΠ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130604
126,ΝΕΟΥ ΧΕΙΜΩΝΙΟΥ,90080306,ΤΟΠ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130605
127,ΝΕΟΧΩΡΙΟΥ,90080307,ΤΟΠ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130606
128,ΧΑΝΔΡΑ,90080308,ΤΟΠ. ΚΟΙΝΟΤ,900803,ΟΡΕΣΤΙΑΔΟΣ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130608
129,ΑΡΖΟΥ,90080401,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131101
130,ΔΙΚΑΙΩΝ,90080402,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131102
131,ΕΛΑΙΑΣ,90080403,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131103
132,ΘΕΡΑΠΕΙΟ,90080404,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131104
133,ΚΟΜΑΡΩΝ,90080405,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131105
134,ΜΑΡΑΣΙΩΝ,90080406,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131106
135,ΜΗΛΕΑ,90080407,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131107
136,ΟΡΜΕΝΙΟΥ,90080408,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131108
137,ΠΕΝΤΑΛΟΦΟΥ,90080409,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131109
138,ΠΕΤΡΩΤΩΝ,90080410,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131110
139,ΠΛΑΤΗΣ,90080411,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131111
140,ΠΤΕΛΕΑΣ,90080412,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131112
141,ΣΠΗΛΑΙΟΥ,90080413,ΤΟΠ. ΚΟΙΝΟΤ,900804,ΤΡΙΓΩΝΟΥ,9008,ΔΗΜΟΣ,ΟΡΕΣΤΙΑΔΟΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,131113
142,ΣΑΜΟΘΡΑΚΗΣ,90090101,ΔΗΜ. ΚΟΙΝΟΤ,900901,ΣΑΜΟΘΡΑΚΗΣ,9009,ΔΗΜΟΣ,ΣΑΜΟΘΡΑΚΗΣ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130801
143,ΜΙΚΡΟΥ ΔΕΡΕΙΟΥ,90100101,ΔΗΜ. ΚΟΙΝΟΤ,901001,ΟΡΦΕΑ,9010,ΔΗΜΟΣ,ΣΟΥΦΛΙΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130706
144,ΑΜΟΡΙΟΥ,90100102,ΤΟΠ. ΚΟΙΝΟΤ,901001,ΟΡΦΕΑ,9010,ΔΗΜΟΣ,ΣΟΥΦΛΙΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130701
145,ΚΥΡΙΑΚΗΣ,90100103,ΤΟΠ. ΚΟΙΝΟΤ,901001,ΟΡΦΕΑ,9010,ΔΗΜΟΣ,ΣΟΥΦΛΙΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130702
146,ΛΑΒΑΡΩΝ,90100104,ΤΟΠ. ΚΟΙΝΟΤ,901001,ΟΡΦΕΑ,9010,ΔΗΜΟΣ,ΣΟΥΦΛΙΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130703
147,ΜΑΝΔΡΑΣ,90100105,ΤΟΠ. ΚΟΙΝΟΤ,901001,ΟΡΦΕΑ,9010,ΔΗΜΟΣ,ΣΟΥΦΛΙΟΥ,102,ΕΒΡΟΥ,1,ΑΝ. ΜΑΚΕΔΟΝΙΑΣ & ΘΡΑΚΗΣ,130704
